Group Core Meaning,Word,Sense,Meaning,Source,,,,
GIVE UP / SURRENDER,jettison,,"(verb, N) throw overboard, discard",BOTH,,,,
GIVE UP / SURRENDER,relinquish,,"(verb, N) formally let go of + give up / surrender",BOTH,,,,
GIVE UP / SURRENDER,succumb,,consent reluctantly,XLSX,,,,
GIVE UP / SURRENDER,surrender,,acceptance of despair,XLSX,,,,
GLOOMY / SAD,cheerless,,causing sad feelings of gloom and inadequacy,XLSX,,,,
GLOOMY / SAD,crestfallen,,"(adj, -ve) dejectedly disappointed + gloomy / sad",PDF,,,,
GLOOMY / SAD,gloomy,,depressingly dark,XLSX,,,,
GLOOMY / SAD,glum,,"(adj, -ve) quietly + gloomy / sad",PDF,,,,
GLOOMY / SAD,lugubrious,,"(adj, -ve) exaggeratedly mournful + gloomy / sad",BOTH,,,,
GLOOMY / SAD,melancholic,,someone subject to melancholia,XLSX,,,,
GLOOMY / SAD,morose,,"(adj, -ve) sullenly + gloomy / sad",PDF,,,,
GLOOMY / SAD,plaintive,,"(adj, N) mournful in tone (a sound/voice) + gloomy / sad",BOTH,,,,
GLOOMY / SAD,somber,,lacking brightness or color; dull,XLSX,,,,
GLOOMY / SAD,woe,,misery resulting from affliction,GREG_MAT,,,,
GLOOMY / SAD,woeful,,"(adj, -ve) wretchedly + gloomy / sad",PDF,,,,
GRACIOUS / POLITE,agreeable,,conforming to your own liking or feelings or nature; ; ; - Disraeli,XLSX,,,,
GRACIOUS / POLITE,good-natured,,having an easygoing and cheerful disposition,XLSX,,,,
GRACIOUS / POLITE,pleasant,,affording pleasure; being in harmony with your taste or likings,XLSX,,,,
GREEDY,acquisitive,,"(adj, -ve) possession-hungry + greedy",PDF,,,,
GREEDY,avaricious,,"(adj, -ve) money-hungrily + greedy",BOTH,,,,
GREEDY,covet,,"(verb, -ve) craving what others have (verb) + greedy",BOTH,,,,
GREEDY,covetous,,showing extreme cupidity; painfully desirous of another's advantages,GREG_MAT,,,,
GREEDY,greed,,excessive desire to acquire or possess more (especially more material wealth) than one needs or deserves,XLSX,,,,
GREEDY,insatiable,,impossible to satisfy,XLSX,,,,
GREEDY,materialism,,a desire for wealth and material possessions with little interest in ethical or spiritual matters,XLSX,,,,
GREEDY,rapacious,,"(adj, -ve) predatorily + greedy",BOTH,,,,
GREEDY,voracious,,excessively greedy and grasping,XLSX,,,,
GRIP / SEIZE,apprehend,,get the meaning of something,XLSX,,,,
GRIP / SEIZE,arrest,,the act of apprehending (especially apprehending a criminal),XLSX,,,,
GUILT / BLAME,accountability,,responsibility to someone or for some activity,XLSX,,,,
GUILT / BLAME,blame,,an accusation that you are responsible for some lapse or misdeed,XLSX,,,,
GUILT / BLAME,culpability,,a state of guilt,XLSX,,,,
GUILT / BLAME,guiltily,,in the manner of someone who has committed an offense,XLSX,,,,
HALT / STOP,cease,,"(verb/noun, N) stop, halt",PDF,,,,
HALT / STOP,halt,,the state of inactivity following an interruption,XLSX,,,,
HALT / STOP,stem,,(linguistics) the form of a word after all affixes are removed,XLSX,,,,
HAPPINESS / DELIGHT,content,,"(adj/noun/verb, N) satisfied | the substance within",BOTH,,,,
HAPPINESS / DELIGHT,delight,,a feeling of extreme pleasure or satisfaction,XLSX,,,,
HAPPINESS / DELIGHT,gratification,+, gratified or satisfied,GREG_MAT,,,,
HAPPINESS / DELIGHT,joy,,the emotion of great happiness,XLSX,,,,
HAPPINESS / DELIGHT,revel,,unrestrained merrymaking,XLSX,,,,
HARMFUL,baneful,,exceedingly harmful,XLSX,,,,
HARMFUL,corrosive,,a substance having the tendency to cause corrosion (such a strong acids or alkali),XLSX,,,,
HARMFUL,deleterious,,"(adj, -ve) damagingly (often subtly) + harmful",BOTH,,,,
HARMFUL,detrimental,,"(adj, -ve) damagingly + harmful",BOTH,,,,
HARMFUL,inimical,,"(adj, -ve) hostilely + harmful",BOTH,,,,
HARMFUL,insalubrious,,detrimental to health,XLSX,,,,
HARMFUL,noisome,,causing or able to cause nausea,XLSX,,,,
HARMFUL,noxious,,"(adj, -ve) toxically + harmful",PDF,,,,
HARMFUL,pernicious,,"(adj, -ve) destructively (gradual, insidious) + harmful",BOTH,,,,
HARMFUL,toxic,,of or relating to or caused by a toxin or poison,XLSX,,,,
HARMFUL,virulent,,"(adj, -ve) poisonously + hostile / aggressive",PDF,,,,
HARSH,abrasive,,"(adj, -ve) gratingly (personalities too) + harsh",PDF,,,,
HARSH,cacophony,,a loud harsh or strident noise,GREG_MAT,,,,
HARSH,clamor,,a loud harsh or strident noise,GREG_MAT,,,,
HARSH,harsh,,unpleasantly stern,XLSX,,,,
HARSH,strident,,conspicuously and offensively loud; given to vehement outcry,XLSX,,,,
HEALING / CORRECTIVE,convalescent,,"(adj/noun, N) recovery-stage + healing / corrective",PDF,,,,
HEALING / CORRECTIVE,curative,,a medicine or therapy that cures disease or relieve pain,XLSX,,,,
HEALING / CORRECTIVE,remedial,,"(adj, N) fix-the-deficiency + healing / corrective",PDF,,,,
HEALING / CORRECTIVE,restorative,,a medicine that strengthens and invigorates,XLSX,,,,
HEALING / CORRECTIVE,tonic,,lime- or lemon-flavored carbonated water containing quinine,XLSX,,,,
HESITANT / INDECISIVE,ambivalence,,mixed feelings or emotions,XLSX,,,,
HESITANT / INDECISIVE,ambivalent,,"(adj, N) having mixed, conflicting feelings",BOTH,,,,
HESITANT / INDECISIVE,indecision,,doubt concerning two or more possible alternatives or courses of action,XLSX,,,,
HESITANT / INDECISIVE,irresolute,,"(adj, -ve) waveringly + hesitant / indecisive",PDF,,,,
HESITANT / INDECISIVE,irresolution,,doubt concerning two or more possible alternatives or courses of action,XLSX,,,,
HESITANT / INDECISIVE,tentative,,"(adj, N) provisionally, cautiously + hesitant / indecisive",PDF,,,,
HESITANT / INDECISIVE,vacillate,,"(verb, -ve) swing back and forth (verb) + hesitant / indecisive",PDF,,,,
HESITANT / INDECISIVE,vacillation,,indecision in speech or action,XLSX,,,,
HESITANT / INDECISIVE,waver,,someone who communicates by waving,XLSX,,,,
HIERARCHY / RANK,aristocratic,,belonging to or characteristic of the nobility or aristocracy,XLSX,,,,
HIERARCHY / RANK,echelon,,"(noun, N) a rank or level in a hierarchy",PDF,,,,
HIERARCHY / RANK,hierarchical,,classified according to various criteria into successive levels or layers,XLSX,,,,
HIERARCHY / RANK,hierarchy,,a series of ordered groupings of people or things within a system,XLSX,,,,
HIGHEST POINT,apogee,,"(noun, N) the astronomically farthest + highest point",PDF,,,,
HIGHEST POINT,zenith,,"(noun, +ve) the glorious peak + highest point",PDF,,,,
HINT / REFER INDIRECTLY,allude,,"(verb, N) casually + hint / refer indirectly",PDF,,,,
HINT / REFER INDIRECTLY,allusion,,passing reference or indirect mention,XLSX,,,,
HINT / REFER INDIRECTLY,intimate,,"(adj/verb, N) subtly imply (verb) + hint / refer indirectly | also: close, private (adj)",PDF,,,,
HONEST,integrity,,an undivided or unbroken completeness or totality with nothing wanting,XLSX,,,,
HONEST,probity,,"(noun, +ve) deep moral integrity (noun) + honest",BOTH,,,,
HONEST,rectitude,,righteousness as a consequence of being honorable and honest,XLSX,,,,
HONEST,scruples,,motivation deriving logically from ethical or moral principles that govern a person's thoughts and actions,GREG_MAT,,,,
HONEST,truthfulness,,the quality of being truthful,XLSX,,,,
HONEST,uprightness,,the property of being upright in posture,XLSX,,,,
HONEST,veracious,,habitually speaking the truth,GREG_MAT,,,,
HONEST,veracity,,"(noun, +ve) truthfulness itself (noun) + honest",BOTH,,,,
HOSTILE / AGGRESSIVE,antagonistic,,indicating opposition or resistance,XLSX,,,,
HOSTILE / AGGRESSIVE,belligerence,,hostile or warlike attitude or nature,XLSX,,,,
HOSTILE / AGGRESSIVE,belligerent,,"(adj, -ve) war-seekingly + hostile / aggressive",PDF,,,,
HOSTILE / AGGRESSIVE,hostile,,troops belonging to the enemy's military forces,XLSX,,,,
HOSTILE / AGGRESSIVE,pugnacious,,"(adj, -ve) fist-first combative + hostile / aggressive",BOTH,,,,
HOSTILE / AGGRESSIVE,pugnacity,,a natural disposition to be hostile,XLSX,,,,
HOSTILE / AGGRESSIVE,truculent,,"(adj, -ve) savagely defiant + hostile / aggressive",BOTH,,,,
HOSTILITY / HATRED,acrimony,,a rough and bitter manner,XLSX,,,,
HOSTILITY / HATRED,animosity,,"(noun, -ve) active + hostility / hatred",PDF,,,,
HOSTILITY / HATRED,animus,,"(noun, -ve) underlying + hostility / hatred",BOTH,,,,
HOSTILITY / HATRED,antagonism,,a state of deep-seated ill-will,XLSX,,,,
HOSTILITY / HATRED,enmity,,"(noun, -ve) deep-seated + hostility / hatred",PDF,,,,
HOSTILITY / HATRED,hostility,,a hostile (very unfriendly) disposition,XLSX,,,,
HUMBLE / RESPECTFUL,deference,,"(noun, N) respectful submission (noun) + humble / respectful",BOTH,,,,
HUMBLE / RESPECTFUL,deferential,,showing deference,XLSX,,,,
HUMBLE / RESPECTFUL,humility,,a disposition to be humble; a lack of false pride,XLSX,,,,
HUMBLE / RESPECTFUL,modest,,"(adj, +ve) unassumingly + humble / respectful | also: moderate",BOTH,,,,
HUMBLE / RESPECTFUL,modesty,,freedom from vanity or conceit,GREG_MAT,,,,
HUMBLE / RESPECTFUL,obeisance,,"(noun, N) bowing respect, homage (noun) + humble / respectful",BOTH,,,,
HUMBLE / RESPECTFUL,overmodest,,affectedly modest or shy especially in a playful or provocative way,XLSX,,,,
HUMBLE / RESPECTFUL,self-effacing,,reluctant to draw attention to yourself,XLSX,,,,
HUMBLE / RESPECTFUL,unassuming,,not arrogant or presuming,XLSX,,,,
HUMBLE / RESPECTFUL,unpretentiousness,,the quality of being natural and without pretensions,XLSX,,,,
HUMOR / JOKING,comical,,arousing or provoking laughter,XLSX,,,,
HUMOR / JOKING,droll,,"(adj, +ve) amusingly odd + humor / joking",PDF,,,,
HUMOR / JOKING,drollery,,a comic incident or series of incidents,GREG_MAT,,,,
HUMOR / JOKING,drollness,,humor; joking,XLSX,,,,
HUMOR / JOKING,facetious,,"(adj, -ve) inappropriately flippant + humor / joking",BOTH,,,,
HUMOR / JOKING,humor,,a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter,XLSX,,,,
HUMOR / JOKING,levity,,"(noun, N) lightness (can be inappropriate) + humor / joking",BOTH,,,,
HUMOR / JOKING,raillery,,"(noun, +ve) good-natured teasing",BOTH,,,,
HYPOTHETICAL / ABSTRACT,abstract,,"(adj/noun, N) theoretical, conceptual (not concrete)",BOTH,,,,
HYPOTHETICAL / ABSTRACT,anticipate,,regard something as probable or likely,XLSX,,,,
HYPOTHETICAL / ABSTRACT,assumption,,a statement that is assumed to be true and from which a conclusion can be drawn,XLSX,,,,
HYPOTHETICAL / ABSTRACT,envisage,,form a mental image of something that is not present or that is not the case,XLSX,,,,
HYPOTHETICAL / ABSTRACT,foresee,,realize beforehand,XLSX,,,,
HYPOTHETICAL / ABSTRACT,hypothesis,,a proposal intended to explain certain facts or observations,XLSX,,,,
HYPOTHETICAL / ABSTRACT,premise,,a statement that is assumed to be true and from which a conclusion can be drawn,XLSX,,,,
HYPOTHETICAL / ABSTRACT,presumption,,an assumption that is taken for granted,XLSX,,,,
HYPOTHETICAL / ABSTRACT,presuppose,,take for granted or as a given; suppose beforehand,XLSX,,,,
ILLNESS / DECLINE,decadence,,the state of being degenerate in mental or moral qualities,XLSX,,,,
ILLNESS / DECLINE,decadent,,"(adj, -ve) self-indulgently declining in morals",BOTH,,,,
ILLNESS / DECLINE,degeneracy,,the state of being degenerate in mental or moral qualities,XLSX,,,,
ILLNESS / DECLINE,degenerative,,(of illness) marked by gradual deterioration of organs and cells along with loss of function,XLSX,,,,
ILLNESS / DECLINE,demise,,the time when something ends,XLSX,,,,
ILLNESS / DECLINE,deterioration,,a symptom of reduced quality or strength,XLSX,,,,
ILLNESS / DECLINE,malady,,any unwholesome or desperate condition,XLSX,,,,
ILLNESS / DECLINE,plague,,a serious (sometimes fatal) infection of rodents caused by Yersinia pestis and accidentally transmitted to humans by the bite of a flea that has bitten an infected animal,XLSX,,,,
ILLNESS / DECLINE,senescence,,the organic process of growing older and showing the effects of increasing age,XLSX,,,,
IMAGINARY / ILLUSORY,chimera,,(Greek mythology) fire-breathing female monster with a lion's head and a goat's body and a serpent's tail; daughter of Typhon,XLSX,,,,
IMAGINARY / ILLUSORY,chimerical,,being or relating to or like a chimera; - Douglas Bush,XLSX,,,,
IMAGINARY / ILLUSORY,delusive,,inappropriate to reality or facts,XLSX,,,,
IMAGINARY / ILLUSORY,ethereal,,characterized by lightness and insubstantiality; as impalpable or intangible as air; - Thomas Carlyle,XLSX,,,,
IMAGINARY / ILLUSORY,fanciful,,"(adj, N) imaginatively whimsical, unrealistic",BOTH,,,,
IMAGINARY / ILLUSORY,fantasy,,imagination unrestricted by reality,XLSX,,,,
IMAGINARY / ILLUSORY,far-fetched,,imaginary; illusory,XLSX,,,,
IMAGINARY / ILLUSORY,illusory,,"(adj, -ve) deceptively unreal",BOTH,,,,
IMAGINARY / ILLUSORY,impalpable,,incapable of being perceived by the senses especially the sense of touch; - James Jeans,XLSX,,,,
IMAGINARY / ILLUSORY,quixotic,,"(adj, N) impractically idealistic (noble but doomed)",BOTH,,,,
IMITATE,ape,,any of various primates with short tails or no tail at all,XLSX,,,,
IMITATE,derivative,,"(adj, -ve) unoriginal, merely copied",BOTH,,,,
IMITATE,echo,,the repetition of a sound resulting from reflection of the sound waves,XLSX,,,,
IMITATE,emulate,,"(verb, +ve) admiringly, to match + imitate",BOTH,,,,
IMITATE,emulation,,ambition to equal or excel,XLSX,,,,
IMITATE,imitable,,imitate; mimic,XLSX,,,,
IMITATE,imitate,,reproduce someone's behavior or looks,XLSX,,,,
IMITATE,inimitable,,defying imitation; matchless,XLSX,,,,
IMITATE,mimic,,"(verb/noun, N) copy exactly + imitate",BOTH,,,,
IMITATE,mirror,,polished surface that forms images by reflecting light,XLSX,,,,
IMITATE,pastiche,,"(noun, N) an imitative medley of styles",BOTH,,,,
IMITATE,replicate,,bend or turn backward,XLSX,,,,
IMMATURE,callow,,"(adj, -ve) inexperiencedly + immature",BOTH,,,,
IMMATURE,jejune,,lacking in nutritive value,XLSX,,,,
IMMATURE,juvenile,,"a young person, not fully developed",XLSX,,,,
IMMATURE,puerile,,"(adj, -ve) childishly silly + immature",BOTH,,,,
IMPAIR / DAMAGE,blemish,,a mark or flaw that spoils the appearance of something (especially on a person's body),XLSX,,,,
IMPAIR / DAMAGE,detriment,,a damage or loss,XLSX,,,,
IMPAIR / DAMAGE,fault,,a wrong action attributable to bad judgment or ignorance or inattention,XLSX,,,,
IMPEDE / HINDER,counterforces,,impede; hinder,XLSX,,,,
IMPEDE / HINDER,impair,,"(verb, -ve) damage + weaken",BOTH,,,,
IMPEDE / HINDER,impediment,,"(noun, -ve) an obstacle (noun) + obstruct / hinder",BOTH,,,,
IMPLIED / UNSPOKEN,implicit,,"(adj, N) built-in + implied / unspoken",PDF,,,,
IMPLIED / UNSPOKEN,tacit,,"(adj, N) silently understood + implied / unspoken",PDF,,,,
IMPLIED / UNSPOKEN,understood,,know and comprehend the nature or meaning of,XLSX,,,,
IMPOSSIBLE,incommensurable,,impossible to measure or compare in value or size or excellence,XLSX,,,,
IMPOSSIBLE,irreplaceable,,impossible to replace,XLSX,,,,
IMPOSSIBLE,irresistible,,impossible to resist; overpowering,XLSX,,,,
IMPROPER,impropriety,,an improper demeanor,XLSX,,,,
IMPROPER,inappropriate,,not suitable for a particular occasion etc,XLSX,,,,
IMPROPER,indecorous,,"(adj, -ve) unseemlily + improper",BOTH,,,,
IMPROPER,unseemly,,"(adj, -ve) indecently + improper",PDF,,,,
IMPROPER,untoward,,not in keeping with accepted standards of what is right or proper in polite society,XLSX,,,,
IMPROVE,ameliorable,,improve,XLSX,,,,
IMPROVE,ameliorate,,"(verb, +ve) make (a bad situation) better + improve",BOTH,,,,
IMPROVE,enhance,,increase,XLSX,,,,
IMPROVE,improve,,to make better,XLSX,,,,
IMPROVE,improvement,,a change for the better; progress in development,XLSX,,,,
IMPROVE,refine,,"(verb, +ve) polish, purify + improve",BOTH,,,,
IMPROVISED,ad hoc,,"(adj, N) for-this-purpose + improvised",PDF,,,,
IMPROVISED,extemporaneous,,with little or no preparation or forethought,GREG_MAT,,,,
IMPROVISED,extemporize,,"(verb, N) perform unrehearsed + improvised",PDF,,,,
IMPROVISED,improvisation,,a creation spoken or written or composed extemporaneously (without prior preparation),XLSX,,,,
IMPROVISED,improvise,,"(verb/noun, N) make up on the spot + improvised",BOTH,,,,
IMPROVISED,makeshift,,"(adj/noun, -ve) crudely temporary + improvised",PDF,,,,
IMPULSIVE / RASH,hastily,,in a hurried or hasty manner,XLSX,,,,
IMPULSIVE / RASH,hasty,,excessively quick,XLSX,,,,
IMPULSIVE / RASH,heedlessly,,without care or concern,XLSX,,,,
IMPULSIVE / RASH,impatient,,restless or short-tempered under delay or opposition,XLSX,,,,
IMPULSIVE / RASH,impetuosity,,rash impulsiveness,GREG_MAT,,,,
IMPULSIVE / RASH,impetuous,,"(adj, -ve) impulsively + reckless / rash",BOTH,,,,
IMPULSIVE / RASH,imprudent,,not prudent or wise; ; - A.M.Schlesinger,XLSX,,,,
IMPULSIVE / RASH,impulsive,,"(adj, -ve) without thinking + reckless / rash",BOTH,,,,
IMPULSIVE / RASH,impulsively,,in an impulsive or impetuous way; without taking cautions,XLSX,,,,
IMPULSIVE / RASH,impulsiveness,,the trait of acting suddenly on impulse without reflection,XLSX,,,,
IMPULSIVE / RASH,injudicious,,lacking or showing lack of judgment or discretion; unwise,XLSX,,,,
IMPULSIVE / RASH,reckless,,marked by defiant disregard for danger or consequences; ; -Macaulay,XLSX,,,,
IMPULSIVE / RASH,spontaneity,,the quality of being spontaneous and coming from natural feelings without constraint,XLSX,,,,
INACTIVE / DORMANT,abeyant,,inactive but capable of becoming active,XLSX,,,,
INACTIVE / DORMANT,dormant,,"(adj, N) sleeping, waiting + inactive / dormant",BOTH,,,,
INACTIVE / DORMANT,inert,,unable to move or resist motion,XLSX,,,,
INACTIVE / DORMANT,inertia,,a disposition to remain inactive or inert,XLSX,,,,
INACTIVE / DORMANT,inertial,,of or relating to inertia,XLSX,,,,
INACTIVE / DORMANT,moribund,,not growing or changing; without force or vitality,XLSX,,,,
INACTIVE / DORMANT,passive,,"(adj, -ve) submissively + inactive / dormant",BOTH,,,,
INACTIVE / DORMANT,passivity,,the trait of remaining inactive; a lack of initiative,XLSX,,,,
INACTIVE / DORMANT,quiescence,,a state of quiet (but possibly temporary) inaction,XLSX,,,,
INACTIVE / DORMANT,quiescent,,"(adj, N) quietly at rest + inactive / dormant",BOTH,,,,
INACTIVE / DORMANT,stagnant,,not circulating or flowing,XLSX,,,,
INACTIVE / DORMANT,stagnate,,stand still,XLSX,,,,
INACTIVE / DORMANT,stagnation,,a state of inactivity (in business or art etc),XLSX,,,,
INACTIVE / DORMANT,stasis,,an abnormal state in which the normal flow of a liquid (such as blood) is slowed or stopped,XLSX,,,,
INACTIVE / DORMANT,static,,a crackling or hissing noise caused by electrical interference,XLSX,,,,
